date,routine,weekday,category,primary_lift,volume,mean_reps,completion_rate,days_since_workout,days_since_category,age
2014-06-07,,Saturday,Back,Lat Pulldown,1500.0,10.0,,0,0,19
2014-06-07,,Saturday,Chest,Flat Dumbbell Bench Press,1500.0,10.0,,0,0,19
2014-06-07,,Saturday,Legs,Leg Press,1500.0,10.0,,0,0,19
2014-06-07,,Saturday,Chest,Flat Dumbbell Bench Press,1200.0,10.0,,0,0,19
2014-06-07,,Saturday,Cardio,Cardio,1200.0,10.0,,0,0,19
2014-06-07,,Saturday,Legs,Leg Press,1200.0,10.0,,0,0,19
2014-06-07,,Saturday,Legs,Leg Press,8.0,8.0,,0,0,19
2014-06-07,,Saturday,Back,Lat Pulldown,5.0,5.0,,0,0,19
2014-06-07,,Saturday,Cardio,Cardio,1.0,1.0,,0,0,19
2014-06-08,,Sunday,Cardio,Cardio,550.0,10.0,,1,1,19
2014-06-08,,Sunday,Chest,Flat Dumbbell Bench Press,550.0,10.0,,0,1,19
2014-06-08,,Sunday,Back,Lat Pulldown,550.0,10.0,,0,1,19
2014-06-08,,Sunday,Abs,Undefined Ab Workout,0.0,10.0,,0,0,19
2014-06-10,,Tuesday,Chest,Flat Dumbbell Bench Press,2100.0,10.0,,2,2,19
2014-06-10,,Tuesday,Back,Seated Cable Row,2100.0,10.0,,0,2,19
2014-06-10,,Tuesday,Abs,Undefined Ab Workout,1950.0,10.0,,0,2,19
2014-06-10,,Tuesday,Chest,Dumbbell Overhead Triceps Extension,2250.0,10.0,,0,0,19
2014-06-10,,Tuesday,Abs,Undefined Ab Workout,2250.0,10.0,,0,0,19
2014-06-10,,Tuesday,Chest,Flat Dumbbell Bench Press,2250.0,10.0,,0,0,19
2014-06-17,,Tuesday,Cardio,Cardio,550.0,10.0,,7,9,19
2014-06-17,,Tuesday,Abs,Undefined Ab Workout,550.0,10.0,,0,7,19
2014-06-17,,Tuesday,Legs,Leg Press,440.0,8.0,,0,10,19
2014-06-17,,Tuesday,Back,Lat Pulldown,280.0,8.0,,0,7,19
2014-06-17,,Tuesday,Cardio,Cardio,175.0,5.0,,0,0,19
2014-06-18,,Wednesday,Chest,Seated Machine Fly,0.0,,,1,8,19
2014-06-18,,Wednesday,Abs,Undefined Ab Workout,0.0,,,0,1,19
2014-06-19,,Thursday,Back,Lat Pulldown,0.0,,,1,2,19
2014-06-19,,Thursday,Cardio,Cardio,240.0,6.0,,0,2,19
2014-06-19,,Thursday,Abs,Undefined Ab Workout,175.0,5.0,,0,1,19
2014-06-19,,Thursday,Back,Pull Up,600.0,10.0,,0,0,19
2014-06-19,,Thursday,Chest,Seated Machine Fly,600.0,10.0,,0,1,19
2014-06-19,,Thursday,Cardio,Cardio,6.0,6.0,,0,0,19
2014-06-19,,Thursday,Abs,Undefined Ab Workout,5.0,5.0,,0,0,19
2014-06-19,,Thursday,Back,Dumbbell Row,4.0,4.0,,0,0,19
2014-06-19,,Thursday,Shoulders,Dumbbell Shoulder Press,2250.0,10.0,,0,0,19
2014-06-19,,Thursday,Chest,Flat Dumbbell Bench Press,2400.0,10.0,,0,0,19
2014-06-19,,Thursday,Back,Bent Over Row,2400.0,10.0,,0,0,19
2014-06-19,,Thursday,Chest,Flat Dumbbell Bench Press,700.0,10.0,,0,0,19
2014-06-19,,Thursday,Back,Bent Over Row,700.0,10.0,,0,0,19
2014-06-19,,Thursday,Back,Lat Pulldown,700.0,10.0,,0,0,19
2014-06-22,,Sunday,Chest,Flat Barbell Bench Press,0.0,,,3,3,19
2014-06-22,,Sunday,Abs,Undefined Ab Workout,0.0,,,0,3,19
2014-06-22,,Sunday,Chest,Flat Barbell Bench Press,2550.0,10.0,,0,0,19
2014-06-22,,Sunday,Chest,Flat Dumbbell Bench Press,2550.0,10.0,,0,0,19
2014-06-22,,Sunday,Legs,Dumbbell Calf Raise,2550.0,10.0,,0,5,19
2014-06-22,,Sunday,Back,Lat Pulldown,1350.0,10.0,,0,3,19
2014-06-22,,Sunday,Abs,Undefined Ab Workout,1200.0,10.0,,0,0,19
2014-06-22,,Sunday,Back,Lat Pulldown,1200.0,10.0,,0,0,19
2014-06-22,,Sunday,Legs,Dumbbell Lunges,10.0,10.0,,0,0,19
2014-06-22,,Sunday,Legs,Dumbbell Lunges,6.0,6.0,,0,0,19
2014-06-22,,Sunday,Chest,Flat Barbell Bench Press,5.0,5.0,,0,0,19
2014-06-22,,Sunday,Back,Lat Pulldown,4.0,4.0,,0,0,19
2014-06-24,,Tuesday,Abs,Undefined Ab Workout,0.0,,,2,2,19
2014-06-24,,Tuesday,Legs,Dumbbell Lunges,0.0,,,0,2,19
2014-06-24,,Tuesday,Chest,Flat Dumbbell Bench Press,200.0,5.0,,0,2,19
2014-06-24,,Tuesday,Back,Lat Pulldown,175.0,5.0,,0,2,19
2014-06-24,,Tuesday,Back,Deadlift,350.0,10.0,,0,0,19
2014-06-24,,Tuesday,Chest,Flat Dumbbell Bench Press,175.0,5.0,,0,0,19
2014-06-24,,Tuesday,Abs,Undefined Ab Workout,600.0,10.0,,0,0,19
2014-06-24,,Tuesday,Chest,Flat Dumbbell Bench Press,600.0,10.0,,0,0,19
2014-06-24,,Tuesday,Back,Lat Pulldown,300.0,5.0,,0,0,19
2014-06-24,,Tuesday,Legs,Hip Abduction,10.0,10.0,,0,0,19
2014-06-24,,Tuesday,Cardio,Cardio,6.0,6.0,,0,5,19
2014-06-24,,Tuesday,Abs,Undefined Ab Workout,3.0,3.0,,0,0,19
2014-06-24,,Tuesday,Chest,Flat Barbell Bench Press,1500.0,10.0,,0,0,19
2014-06-24,,Tuesday,Cooldown,Cooldown And Stretch,1500.0,10.0,,0,0,19
2014-06-24,,Tuesday,Back,Lat Pulldown,1500.0,10.0,,0,0,19
2014-06-26,,Thursday,Legs,Hip Abduction,0.0,,,2,2,19
2014-06-26,,Thursday,Chest,Flat Dumbbell Bench Press,0.0,,,0,2,19
2014-06-30,,Monday,Back,Lat Pulldown,0.0,,,4,6,19
2014-06-30,,Monday,Chest,Rope Push Down,0.0,,,0,4,19
2014-07-01,,Tuesday,Back,Dumbbell Curl,0.0,,,1,1,19
2014-07-01,,Tuesday,Back,Lat Pulldown,0.0,,,0,0,19
2014-07-01,,Tuesday,Legs,Leg Press,600.0,10.0,,0,5,19
2014-07-01,,Tuesday,Back,Flat Barbell Bench Press,600.0,10.0,,0,0,19
2014-07-01,,Tuesday,Legs,Dumbbell Calf Raise,360.0,6.0,,0,0,19
2014-07-01,,Tuesday,Back,Lat Pulldown,350.0,10.0,,0,0,19
2014-07-02,,Wednesday,Chest,Rope Push Down,0.0,,,1,2,19
2014-07-02,,Wednesday,Back,Deadlift,0.0,,,0,1,19
2014-07-02,,Wednesday,Back,Lat Pulldown,0.0,,,0,0,19
2014-07-02,,Wednesday,Chest,Flat Dumbbell Bench Press,1550.0,10.0,,0,0,19
2014-07-02,,Wednesday,Chest,Flat Barbell Bench Press,1550.0,10.0,,0,0,19
2014-07-02,,Wednesday,Back,Barbell Row,1550.0,10.0,,0,0,19
2014-07-02,,Wednesday,Cardio,Cardio,6.0,6.0,,0,8,19
2014-07-02,,Wednesday,Chest,Close Grip Barbell Bench Press,4.0,4.0,,0,0,19
2014-07-02,,Wednesday,Legs,Deadlift,3.0,3.0,,0,1,19
2014-07-05,,Saturday,Chest,Flat Barbell Bench Press,0.0,,,3,3,19
2014-07-05,,Saturday,Back,Seated Back Extension,1.0,1.0,,0,3,19
2014-07-07,,Monday,Chest,Close Grip Barbell Bench Press,0.0,,,2,2,19
2014-07-07,,Monday,Legs,Barbell Squat,0.0,,,0,5,19
2014-07-07,,Monday,Chest,Flat Barbell Bench Press,650.0,10.0,,0,0,19
2014-07-07,,Monday,Back,Seated Back Extension,600.0,10.0,,0,2,19
2014-07-07,,Monday,Abs,The Choi Ab Routine,600.0,10.0,,0,13,19
2014-07-07,,Monday,Back,Barbell Shrug,350.0,10.0,,0,0,19
2014-07-07,,Monday,Chest,Flat Barbell Bench Press,175.0,5.0,,0,0,19
2014-07-07,,Monday,Back,Lat Pulldown,140.0,4.0,,0,0,19
2014-07-09,,Wednesday,Legs,Deadlift,0.0,,,2,2,19
2014-07-09,,Wednesday,Back,Barbell Shrug,0.0,,,0,2,19
2014-07-09,,Wednesday,Chest,Flat Barbell Bench Press,960.0,8.0,,0,2,19
2014-07-09,,Wednesday,Back,Barbell Curl,960.0,8.0,,0,0,19
2014-07-09,,Wednesday,Legs,Barbell Squat,960.0,8.0,,0,0,19
2014-07-09,,Wednesday,Chest,Flat Barbell Bench Press,600.0,10.0,,0,0,19
2014-07-09,,Wednesday,Back,Lat Pulldown,600.0,10.0,,0,0,19
2014-07-09,,Wednesday,Shoulders,Overhead Press,600.0,10.0,,0,20,19
2014-07-09,,Wednesday,Legs,Barbell Squat,7.0,7.0,,0,0,19
2014-07-09,,Wednesday,Chest,Flat Barbell Bench Press,4.0,4.0,,0,0,19
2014-07-09,,Wednesday,Back,Lat Pulldown,4.0,4.0,,0,0,19
2014-07-10,,Thursday,Legs,Barbell Squat,0.0,,,1,1,19
2014-07-10,,Thursday,Back,Overhead Press,1.0,1.0,,0,1,19
2014-07-13,,Sunday,Legs,Barbell Squat,300.0,10.0,,3,3,19
2014-07-13,,Sunday,Chest,Flat Barbell Bench Press,500.0,10.0,,0,4,19
2014-07-13,,Sunday,Back,Lat Pulldown,500.0,10.0,,0,3,19
2014-07-13,,Sunday,Shoulders,Overhead Press,0.0,,,0,4,19
2014-07-15,,Tuesday,Legs,Barbell Squat,0.0,,,2,2,19
2014-07-15,,Tuesday,Legs,Barbell Squat,0.0,,,0,0,19
2014-07-15,,Tuesday,Chest,Flat Barbell Bench Press,0.0,,,0,2,19
2014-07-15,,Tuesday,Back,Lat Pulldown,1.0,1.0,,0,2,19
2014-07-16,,Wednesday,Shoulders,Overhead Press,650.0,10.0,,1,3,19
2014-07-16,,Wednesday,Cardio,Cardio,650.0,10.0,,0,14,19
2014-07-16,,Wednesday,Chest,Flat Barbell Bench Press,650.0,10.0,,0,1,19
2014-07-17,,Thursday,Legs,Barbell Squat,0.0,,,1,2,19
2014-07-17,,Thursday,Cardio,Cardio,0.0,,,0,1,19
2014-07-21,,Monday,Back,Lat Pulldown,0.0,,,4,6,19
2014-07-21,,Monday,Chest,Flat Barbell Bench Press,0.0,,,0,5,19
2014-07-21,,Monday,Back,Barbell Shrug,1.0,1.0,,0,0,19
2014-07-22,,Tuesday,Legs,Barbell Squat,0.0,,,1,5,19
2014-07-22,,Tuesday,Back,Lat Pulldown,0.0,,,0,1,19
2014-07-22,,Tuesday,Chest,Flat Barbell Bench Press,2550.0,10.0,,0,1,19
2014-07-22,,Tuesday,Shoulders,Overhead Press,2550.0,10.0,,0,6,19
2014-07-22,,Tuesday,Legs,Barbell Squat,2550.0,10.0,,0,0,19
2014-07-22,,Tuesday,Chest,Flat Barbell Bench Press,1350.0,10.0,,0,0,19
2014-07-22,,Tuesday,Back,Close Grip Barbell Bench Press,1200.0,10.0,,0,0,19
2014-07-22,,Tuesday,Back,Lat Pulldown,1200.0,10.0,,0,0,19
2014-07-22,,Tuesday,Legs,Barbell Squat,10.0,10.0,,0,0,19
2014-07-22,,Tuesday,Chest,Deadlift,6.0,6.0,,0,0,19
2014-07-22,,Tuesday,Back,Close Grip Barbell Bench Press,5.0,5.0,,0,0,19
2014-07-22,,Tuesday,Legs,Dumbbell Calf Raise,4.0,4.0,,0,0,19
2014-07-23,,Wednesday,Back,Lat Pulldown,0.0,,,1,1,19
2014-07-23,,Wednesday,Chest,Flat Barbell Bench Press,0.0,,,0,1,19
2014-07-23,,Wednesday,Chest,Close Grip Barbell Bench Press,1200.0,10.0,,0,0,19
2014-07-23,,Wednesday,Legs,Barbell Squat,1200.0,10.0,,0,1,19
2014-07-23,,Wednesday,Back,Lat Pulldown,1200.0,10.0,,0,0,19
2014-07-23,,Wednesday,Chest,Flat Barbell Bench Press,1500.0,10.0,,0,0,19
2014-07-23,,Wednesday,Back,Barbell Shrug,1500.0,10.0,,0,0,19
2014-07-23,,Wednesday,Legs,Barbell Squat,1500.0,10.0,,0,0,19
2014-07-25,,Friday,Back,Seated Cable Row,0.0,,,2,2,19
2014-07-27,,Sunday,Chest,Flat Barbell Bench Press,1600.0,10.0,,2,4,19
2014-07-27,,Sunday,Shoulders,Overhead Press,1550.0,10.0,,0,5,19
2014-07-27,,Sunday,Legs,Barbell Squat,450.0,3.0,,0,4,19
2014-07-27,,Sunday,Forearms,Forearm Curls,145.0,1.0,,0,0,19
2014-07-27,,Sunday,Legs,Barbell Squat,140.0,1.0,,0,0,19
2014-07-27,,Sunday,Back,Barbell Shrug,450.0,10.0,,0,2,19
2014-07-27,,Sunday,Forearms,Forearm Curls,450.0,10.0,,0,0,19
2014-07-27,,Sunday,Legs,Deadlift,450.0,10.0,,0,0,19
2014-07-27,,Sunday,Back,Seated Cable Row,0.0,10.0,,0,0,19
2014-07-27,,Sunday,Chest,Flat Barbell Bench Press,0.0,10.0,,0,0,19
2014-07-27,,Sunday,Back,Barbell Shrug,0.0,7.0,,0,0,19
2014-07-27,,Sunday,Legs,Barbell Squat,0.0,3.0,,0,0,19
2014-07-27,,Sunday,Shoulders,Rear Delt Machine Fly,0.0,,,0,0,19
2014-07-27,,Sunday,Chest,Flat Barbell Bench Press,1.0,1.0,,0,0,19
2014-07-28,,Monday,Legs,Barbell Squat,0.0,,,1,1,19
2014-07-28,,Monday,Back,Barbell Shrug,0.0,,,0,1,19
2014-07-28,,Monday,Shoulders,Rear Delt Machine Fly,1.0,1.0,,0,1,19
2014-07-30,,Wednesday,Chest,Flat Barbell Bench Press,0.0,,,2,3,19
2014-07-30,,Wednesday,Legs,Barbell Squat,1350.0,10.0,,0,2,19
2014-07-30,,Wednesday,Back,Barbell Shrug,1350.0,10.0,,0,2,19
2014-07-30,,Wednesday,Chest,Flat Barbell Bench Press,1350.0,10.0,,0,0,19
2014-07-30,,Wednesday,Shoulders,Overhead Press,1500.0,10.0,,0,2,19
2014-07-30,,Wednesday,Legs,Barbell Squat,1500.0,10.0,,0,0,19
2014-07-30,,Wednesday,Chest,Flat Barbell Bench Press,1500.0,10.0,,0,0,19
2014-07-31,,Thursday,Shoulders,Overhead Press,0.0,,,1,1,19
2014-08-04,,Monday,Legs,Barbell Squat,0.0,,,4,5,19
2014-08-04,,Monday,Chest,Flat Barbell Bench Press,0.0,,,0,5,19
2014-08-04,,Monday,Shoulders,Overhead Press,1.0,1.0,,0,4,19
2014-08-07,,Thursday,Legs,Barbell Squat,0.0,,,3,3,19
2014-08-07,,Thursday,Shoulders,Overhead Press,0.0,,,0,3,19
2014-08-07,,Thursday,Legs,Barbell Squat,6.0,6.0,,0,0,19
2014-08-07,,Thursday,Shoulders,Overhead Press,4.0,4.0,,0,0,19
2014-08-07,,Thursday,Legs,Barbell Squat,4.0,4.0,,0,0,19
2014-08-08,,Friday,Forearms,Dumbbell Hammer Curl,1650.0,10.0,,1,12,19
2014-08-08,,Friday,Abs,Undefined Ab Workout,1650.0,10.0,,0,32,19
2014-08-08,,Friday,Legs,Barbell Squat,495.0,3.0,,0,1,19
2014-08-08,,Friday,Abs,Undefined Ab Workout,160.0,1.0,,0,0,19
2014-08-08,,Friday,Shoulders,Standing Rear Delt Dumbbell Raise,155.0,1.0,,0,1,19
2014-08-08,,Friday,Legs,Barbell Squat,150.0,1.0,,0,0,19
2014-08-11,,Monday,Chest,Flat Barbell Bench Press,0.0,,,3,7,19
2014-08-11,,Monday,Shoulders,Standing Rear Delt Dumbbell Raise,0.0,,,0,3,19
2014-08-12,,Tuesday,Legs,Barbell Squat,0.0,,,1,4,19
2014-08-12,,Tuesday,Abs,Undefined Ab Workout,0.0,,,0,4,19
2014-08-12,,Tuesday,Back,Dumbbell Row,1.0,1.0,,0,13,19
2014-08-14,,Thursday,Abs,Undefined Ab Workout,0.0,,,2,2,19
2014-08-14,,Thursday,Legs,Barbell Squat,0.0,,,0,2,19
2014-08-14,,Thursday,Back,Undefined Ab Workout,8.0,8.0,,0,2,19
2014-08-14,,Thursday,Abs,Undefined Ab Workout,5.0,5.0,,0,0,19
2014-08-14,,Thursday,Abs,Undefined Ab Workout,4.0,4.0,,0,0,19
2014-08-14,,Thursday,Cooldown,Cooldown And Stretch,650.0,10.0,,0,51,19
2014-08-14,,Thursday,Back,Lat Pulldown,650.0,10.0,,0,0,19
2014-08-14,,Thursday,Back,Standing Cable Row,650.0,10.0,,0,0,19
2014-08-15,,Friday,Back,Straight Shoulder Retractiom On Swiss Ball,350.0,10.0,,1,1,19
2014-08-15,,Friday,Back,Lat Pulldown,210.0,6.0,,0,0,19
2014-08-15,,Friday,Back,Seated Cable Row Squeezes,210.0,6.0,,0,0,19
2014-08-15,,Friday,Back,Straight Shoulder Retractiom On Swiss Ball,180.0,6.0,,0,0,19
2014-08-15,,Friday,Back,Lat Pulldown,180.0,6.0,,0,0,19
2014-08-15,,Friday,Back,Straight Shoulder Retractiom On Swiss Ball,0.0,,,0,0,19
2014-08-17,,Sunday,Back,Seated Cable Row Squeezes,1200.0,15.0,,2,2,19
2014-08-17,,Sunday,Back,Lat Pulldown,1200.0,15.0,,0,0,19
2014-08-17,,Sunday,Back,Straight Shoulder Retractiom On Swiss Ball,1200.0,15.0,,0,0,19
2014-08-17,,Sunday,Chest,Flat Dumbbell Bench Press,1200.0,15.0,,0,6,19
2014-08-17,,Sunday,Forearms,Reverse Cable Curl,560.0,7.0,,0,9,19
2014-08-17,,Sunday,Abs,Oblique Curls,1050.0,15.0,,0,3,19
2014-08-17,,Sunday,Chest,Flat Dumbbell Bench Press,840.0,12.0,,0,0,19
2014-08-17,,Sunday,Back,Dumbbell Hammer Curl,1050.0,15.0,,0,0,19
2014-08-17,,Sunday,Abs,Oblique Curls,840.0,12.0,,0,0,19
2014-08-17,,Sunday,Chest,Flat Dumbbell Bench Press,840.0,12.0,,0,0,19
2014-08-17,,Sunday,Back,Lat Pulldown,1050.0,15.0,,0,0,19
2014-08-17,,Sunday,Abs,Oblique Curls,840.0,12.0,,0,0,19
2014-08-17,,Sunday,Chest,Flat Dumbbell Bench Press,720.0,12.0,,0,0,19
2014-08-17,,Sunday,Back,Lat Pulldown,720.0,12.0,,0,0,19
2014-08-17,,Sunday,Abs,Oblique Curls,720.0,12.0,,0,0,19
2014-08-18,,Monday,Chest,Flat Dumbbell Bench Press,1425.0,15.0,,1,1,19
2014-08-18,,Monday,Back,Lat Pulldown,1425.0,15.0,,0,1,19
2014-08-18,,Monday,Abs,Oblique Curls,1425.0,15.0,,0,1,19
2014-08-18,,Monday,Chest,Flat Dumbbell Bench Press,1425.0,15.0,,0,0,19
2014-08-18,,Monday,Back,Lat Pulldown,1425.0,15.0,,0,0,19
2014-08-18,,Monday,Abs,Oblique Curls,1425.0,15.0,,0,0,19
2014-08-18,,Monday,Chest,Flat Dumbbell Bench Press,1140.0,12.0,,0,0,19
2014-08-18,,Monday,Back,Lat Pulldown,1140.0,12.0,,0,0,19
2014-08-18,,Monday,Legs,Barbell Squat,1140.0,12.0,,0,4,19
2014-08-18,,Monday,Chest,Flat Barbell Bench Press,855.0,9.0,,0,0,19
2014-08-18,,Monday,Back,Decline Dumbbell Curls,1020.0,12.0,,0,0,19
2014-08-18,,Monday,Chest,Flat Barbell Bench Press,1020.0,12.0,,0,0,19
2014-08-18,,Monday,Shoulders,Decline Dumbbell Curls,1020.0,12.0,,0,7,19
2014-08-18,,Monday,Chest,Flat Barbell Bench Press,935.0,11.0,,0,0,19
2014-08-18,,Monday,Back,Lat Pulldown Pronated,1020.0,12.0,,0,0,19
2014-09-03,,Wednesday,Back,Flat Barbell Bench Press,1200.0,15.0,,16,16,19
2014-09-03,,Wednesday,Abs,Undefined Ab Workout,1200.0,15.0,,0,16,19
2014-09-03,,Wednesday,Back,Lat Pulldown Pronated,1200.0,15.0,,0,0,19
2014-09-03,,Wednesday,Back,Flat Barbell Bench Press,1200.0,15.0,,0,0,19
2014-09-03,,Wednesday,Back,Lat Pulldown Pronated,560.0,7.0,,0,0,19
2014-09-03,,Wednesday,Back,Flat Barbell Bench Press,1050.0,15.0,,0,0,19
2014-09-03,,Wednesday,Chest,Flat Barbell Bench Press,840.0,12.0,,0,16,19
2014-09-03,,Wednesday,Back,Lat Pulldown Pronated,1050.0,15.0,,0,0,19
2014-09-03,,Wednesday,Abs,Undefined Ab Workout,840.0,12.0,,0,0,19
2014-09-03,,Wednesday,Legs,Seated Calf Raise Machine,840.0,12.0,,0,16,19
2014-09-03,,Wednesday,Cooldown,Cooldown And Stretch,1050.0,15.0,,0,20,19
2014-09-03,,Wednesday,Chest,Flat Barbell Bench Press,840.0,12.0,,0,0,19
2014-09-03,,Wednesday,Back,Lat Pulldown Pronated,720.0,12.0,,0,0,19
2014-09-03,,Wednesday,Chest,Flat Barbell Bench Press,720.0,12.0,,0,0,19
2014-09-03,,Wednesday,Back,Lat Pulldown Pronated,720.0,12.0,,0,0,19
2014-09-06,,Saturday,Chest,Flat Barbell Bench Press,1425.0,15.0,,3,3,19
2014-09-06,,Saturday,Shoulders,Chin Up,1425.0,15.0,,0,19,19
2014-09-06,,Saturday,Chest,Flat Barbell Bench Press,1425.0,15.0,,0,0,19
2014-09-06,,Saturday,Back,Lat Pulldown Pronated,1425.0,15.0,,0,3,19
2014-09-06,,Saturday,Chest,Seated Machine Fly,1425.0,15.0,,0,0,19
2014-09-06,,Saturday,Shoulders,Pull Up,1425.0,15.0,,0,0,19
2014-09-06,,Saturday,Chest,Flat Barbell Bench Press,1140.0,12.0,,0,0,19
2014-09-06,,Saturday,Shoulders,Pull Up,1140.0,12.0,,0,0,19
2014-09-06,,Saturday,Chest,Flat Barbell Bench Press,1140.0,12.0,,0,0,19
2014-09-06,,Saturday,Shoulders,Pull Up,855.0,9.0,,0,0,19
2014-09-06,,Saturday,Chest,Flat Barbell Bench Press,1020.0,12.0,,0,0,19
2014-09-06,,Saturday,Back,Flat Barbell Bench Press,1020.0,12.0,,0,0,19
2014-09-06,,Saturday,Shoulders,Pull Up,1020.0,12.0,,0,0,19
2014-09-06,,Saturday,Legs,One-Legged Dumbbell Deadlift,935.0,11.0,,0,3,19
2014-09-06,,Saturday,Back,Flat Barbell Bench Press,1020.0,12.0,,0,0,19
2014-10-17,,Friday,Back,Pull Up,1725.0,15.0,,41,41,19
2014-10-17,,Friday,Abs,Undefined Ab Workout,1725.0,15.0,,0,44,19
2014-10-17,,Friday,Legs,One-Legged Dumbbell Deadlift,1425.0,15.0,,0,41,19
2014-10-17,,Friday,Back,Pull Up,1425.0,15.0,,0,0,19
2014-10-17,,Friday,Back,Flat Barbell Bench Press,1425.0,15.0,,0,0,19
2014-10-17,,Friday,Abs,Undefined Ab Workout,1425.0,15.0,,0,0,19
2014-10-17,,Friday,Shoulders,Pull Up,1045.0,11.0,,0,41,19
2014-10-17,,Friday,Legs,One-Legged Dumbbell Deadlift,720.0,8.0,,0,0,19
2014-10-17,,Friday,Back,Flat Barbell Bench Press,935.0,11.0,,0,0,19
2014-10-18,,Saturday,Abs,Undefined Ab Workout,1200.0,15.0,,1,1,19
2014-10-18,,Saturday,Shoulders,Pull Up,1200.0,15.0,,0,1,19
2014-10-18,,Saturday,Legs,One-Legged Dumbbell Deadlift,800.0,10.0,,0,1,19
2014-10-18,,Saturday,Back,Flat Barbell Bench Press,1050.0,15.0,,0,1,19
2014-10-18,,Saturday,Abs,Undefined Ab Workout,1050.0,15.0,,0,0,19
2014-11-21,,Friday,Shoulders,Pull Up,1.0,1.0,,34,34,19
2014-11-30,,Sunday,Back,Deadlift,500.0,10.0,,9,43,19
2014-11-30,,Sunday,Back,Lat Pulldown Pronated,500.0,10.0,,0,0,19
2014-11-30,,Sunday,Shoulders,Pull Up,550.0,10.0,,0,9,19
2014-11-30,,Sunday,Back,Lat Pulldown Pronated,300.0,10.0,,0,0,19
2014-11-30,,Sunday,Abs,Undefined Ab Workout,150.0,5.0,,0,43,19
2014-11-30,,Sunday,Chest,Flat Barbell Bench Press,125.0,5.0,,0,85,19
2014-11-30,,Sunday,Abs,Undefined Ab Workout,150.0,5.0,,0,0,19
2014-11-30,,Sunday,Shoulders,Pull Up,125.0,5.0,,0,0,19
2014-11-30,,Sunday,Back,Lat Pulldown Pronated,400.0,10.0,,0,0,19
2014-11-30,,Sunday,Abs,Undefined Ab Workout,800.0,10.0,,0,0,19
2014-11-30,,Sunday,Shoulders,Pull Up,1400.0,8.0,,0,0,19
2014-11-30,,Sunday,Back,Lat Pulldown Pronated,875.0,5.0,,0,0,19
2014-11-30,,Sunday,Chest,Flat Barbell Bench Press,350.0,2.0,,0,0,19
2014-12-18,,Thursday,Back,Flat Barbell Bench Press,0.0,,,18,18,19
2014-12-18,,Thursday,Cooldown,Cooldown And Stretch,500.0,10.0,,0,106,19
2014-12-18,,Thursday,Back,Flat Barbell Bench Press,500.0,10.0,,0,0,19
2014-12-18,,Thursday,Back,Flat Barbell Bench Press,500.0,10.0,,0,0,19
2014-12-18,,Thursday,Abs,Undefined Ab Workout,500.0,10.0,,0,18,19
2014-12-18,,Thursday,Back,Lat Pulldown Pronated,400.0,8.0,,0,0,19
2014-12-18,,Thursday,Shoulders,Incline Dumbbell Press Yoga Ball,450.0,10.0,,0,18,19
2014-12-18,,Thursday,Legs,Leg Press,450.0,10.0,,0,61,19
2014-12-18,,Thursday,Chest,Flat Barbell Bench Press,450.0,10.0,,0,18,19
2014-12-18,,Thursday,Back,Hammer Strength Row,315.0,7.0,,0,0,19
2014-12-18,,Thursday,Chest,Flat Barbell Bench Press,240.0,6.0,,0,0,19
2014-12-18,,Thursday,Back,Dumbbell Row,350.0,10.0,,0,0,19
2014-12-18,,Thursday,Chest,Flat Barbell Bench Press,350.0,10.0,,0,0,19
2014-12-18,,Thursday,Legs,Leg Press,350.0,10.0,,0,0,19
2014-12-18,,Thursday,Back,Dumbbell Row,350.0,10.0,,0,0,19
2014-12-18,,Thursday,Abs,Undefined Ab Workout,350.0,10.0,,0,0,19
2014-12-19,,Friday,Chest,Flat Barbell Bench Press,400.0,10.0,,1,1,19
2014-12-19,,Friday,Back,Deadlift,1000.0,10.0,,0,1,19
2014-12-19,,Friday,Back,Dumbbell Row,1000.0,10.0,,0,0,19
2014-12-19,,Friday,Chest,Flat Barbell Bench Press,1000.0,10.0,,0,0,19
2014-12-20,,Saturday,Legs,Leg Press,0.0,,,1,2,19
2014-12-20,,Saturday,Back,Lat Pulldown,10.0,10.0,,0,1,19
2014-12-20,,Saturday,Chest,Flat Barbell Bench Press,4.0,4.0,,0,1,19
2014-12-20,,Saturday,Legs,Leg Press,5.0,5.0,,0,0,19
2014-12-20,,Saturday,Back,Hammer Strength Row,3.0,3.0,,0,0,19
2014-12-20,,Saturday,Chest,Flat Barbell Bench Press,250.0,10.0,,0,0,19
2014-12-20,,Saturday,Back,Dumbbell Row,150.0,6.0,,0,0,19
2014-12-20,,Saturday,Chest,Flat Barbell Bench Press,150.0,6.0,,0,0,19
2014-12-20,,Saturday,Legs,Leg Press,1200.0,10.0,,0,0,19
2014-12-20,,Saturday,Back,Pull Up,1080.0,8.0,,0,0,19
2014-12-20,,Saturday,Chest,Flat Barbell Bench Press,810.0,6.0,,0,0,19
2014-12-22,,Monday,Back,Pull Up,1.0,1.0,,2,2,19
2014-12-26,,Friday,Chest,Flat Barbell Bench Press,450.0,10.0,,4,6,19
2014-12-26,,Friday,Back,Dumbbell Row,550.0,10.0,,0,4,19
2014-12-26,,Friday,Chest,Flat Barbell Bench Press,550.0,10.0,,0,0,19
2014-12-26,,Friday,Legs,Leg Press,550.0,10.0,,0,6,19
2014-12-26,,Friday,Back,Dumbbell Row,330.0,6.0,,0,0,19
